vendor,price,cat1,cat2,cat3,title
revolutionman,0.064542,Drugs,Psychedelics,Ibogaine,'Ibogaine HCL 2 gram '
australianice,0.111147,Drugs,Stimulants,Metamphetamine,'7g Australian Ice/Meth, Free Express Shipping + MBB'
kvalitetsroyk123,2.512,Drugs,Empathogens,MDMA,'custom for 1312'
theshop,0.000312,,Other products,Digital items,'★ uPLAY ACCOUNT [LIFETIME+FREEBIE] ★'
theshop,0.001044,Other products,Services,n/a,'♕ [2017] Ultimate CVV to BTC || Cashout $200 Daily ♕'
tollanpey,0.024395,Drugs,Pharmacy,Benzos,' 50 X 2mg Xanax bars Worldwide Shipping'
canadianpharmacy,0.022517,,Drugs,Pharmacy,'[US to US] Soma 350mg - 300 tablets - $199.99 ONLY!!!'
nextgeneration,0.004278,Drugs,Cannabis,Weed,'Home Grown 7g FREE UK NDD'
wendy,0.001044,Other products,Digital items,Other digital,'Teenmodels - [PORN LIFETIME ACCOUNT]'
theshop,0.000208,,Other products,Services,'♕ Amazon Refund Method ♕'
soiidsupply,0.014488,Drugs,Pharmacy,Benzos,'Midazolam - 15 mg Flormidal - 50 tabs in blister'
dreamdoc,0.116175,Drugs,Empathogens,MDMA,'\DMT (White Dream Sand)20 GRAM-$900 - ON SALE** Holiday Promotion'
sons-of-anarchi,0.001032,Drugs,Cannabis,Hash,'1g afghan hashis mazar-i-sharif ---0,2g marihuana free'
hollanpetters,0.141058,Other products,Self-defence,Guns and ammo,'Glock 37 Gen3 Handgun For Sale'
drugs-express,0.002453,Drugs,Empathogens,Ecstasy,'2 x Pink Flugel  XTC Pills240MG'
norwaystims,0.019286,Drugs,Pharmacy,ADHD,'Elvanse - Lisdexamfetamin 5 stk 50mg'
theshop,0.000521,Other products,Digital items,Other digital,'★ ESPN PREMIUM ACCOUNT [LIFETIME+FREEBIE] ★'
pachoherrera,0.038507,Drugs,Cannabis,Hash,'50G SUPER POLM HASH'
dreamdoc,0.038725,Other products,Services,Money,'Super Best Quality counterfeit Notes 10x$100= $1000 Promotion!!'
snorbuse,0.129206,Drugs,Stimulants,Amphetamine,'100g amphetamine'
silverapples,0.000522,Other products,Digital items,Other digital,'Hacking tools package hack tools 2016 ed. '
herbamedicus2,0.00774,Other products,Body building,Oral,'Biosira StanoX 10mg'
rxhind,0.010333,,Drugs,Pharmacy,'Tramadol 50mg x 100 pills - Offer 20% extra'
theshop,0.000208,,Other products,Services,'♕ How To Make Amphetamine (SPEED) ♕'
dreamdoc,0.068414,Other products,Services,Money,'Super Best Quality counterfeit Notes 20x$100= $2000 Promotion!!'
matt1034,0.120016,Other products,Self-defence,Guns and ammo,'Makarov 9mm'
bmg1,0.008348,Drugs,Cannabis,Weed,'ABUSIVE OG PREMIUM CANNABIS INDOOR  MK  7GRAMS'
pol1,0.003037,Drugs,Cannabis,Synthetics,' 5F-MDMB-2201 ★★★ shipping form EU ★★★ 2 grams'
cardcapturer,0.261996,Drugs,Pharmacy,Benzos,'1000 Xanax 2mg Bars'
qzfwrty,0.002568,Drugs,Pharmacy,Benzos,'High Quality Alprazolam (Xanax) powder '
noogz,0.00295,Drugs,Psychedelics,LSD,'10* REAL LSD 100UG Blotters '
unique,0.040686,Drugs,Opiates,Oxycodone,'50 x 20mg OxyNorm'
theshop,0.000312,Other products,Digital items,Other digital,'♕ CARDING AMAZON TO BITCOIN ♕'
theshop,0.000208,,Other products,Services,'♕ eBay Carding - 2 Methods ♕'
drugs-total,0.008592,Drugs,Cannabis,Hash,'10 gr. Nepalese Hashish AAA Grade'
var462,0.000679,Other products,Digital items,Credit card data,'Ultimate Money Making Package + FREE GIFT!'
cerberus,0.003646,Other products,Classifieds,Replicas,'Lacost perfume 90ml '
md,0.010437,Drugs,Dissociatives,Salvia,'Salvia Divinorum 10X extract - 5 GRAM '
yunus88,0.00513,Other products,Body building,Anabolic steroids,'***Trenbolone Acetate 100mg***From EU to EU'
white-house,0.008003,Drugs,Stimulants,Crack,'1 gr. uncut Raw Crack Cocaine Freebase Peruvian'
herbamedicus2,0.01091,Other products,Body building,Anabolic steroids,'Spectrum Pharma Anapolon O 50mg/ml  10ml'
md,0.078272,Drugs,Psychedelics,LSD,'LSD - White on White [105 mcg] - 500 tabs'
nl-airline,0.03595,Drugs,Cannabis,Hash,'100 gr hash  pasta '
poison-store,0.006026,Drugs,Cannabis,Weed,'5 gr. White Widow Weed Dutch Quality indoor'
insidethewhaie,0.001895,Drugs,Cannabis,Hash,'Pollen Hashish - 2gm - 10/10 Quality - UK Next Day'
katkosajatus,0.005809,Drugs,Opiates,Tramadol,'Tramal 150mg 10kpl (Suomen Apteekista!)'
rocketship,0.089761,Drugs,Cannabis,Weed,'4 Ounces Critical Jack Top Shelf Hydro 1/4lb'
harrispowell,0.007837,Drugs,Pharmacy,Benzos,'100 x Roche Valium diazepam 10mg *Free Shipping*'
a-team,0.003227,Drugs,Pharmacy,Pain,'Neurontin 300mg 20kpl= 2 lätkää'
carlos-lopez,0.000898,Drugs,Cannabis,Weed,'Early Skunk 1g (min.order 7g)'
spectro-coin,0.057953,Drugs,Stimulants,Cocaine,'10 gr. great quality Cocaine 75%-79% purity'
wendy,0.001043,Other products,Digital items,Erotica,'HarmonyVision.stiffia.com – [PORN LIFETIME ACCOUNT]'
thehappycrew,0.006067,Other products,Cannabis growing,Seeds,'10 PROFESSIONAL CANNABIS SEEDS PICK YOUR STRAIN ALL COMBO'S GO!!!'
pur-sang,0.00629,Drugs,Pharmacy,Sleep,'200mg Bialminal forte (Luminal) 10kpl'
border-line,0.013082,Drugs,Empathogens,Ecstasy,'25 x  dutch XTC  Pills Heineken 220mg'
hectorstuf,0.004489,,Drugs,Cannabis,'Ritalin Novataris orginal 35euro free shipping'
bmg1,0.004799,Drugs,Cannabis,Weed,'DURBAN POISON 3.5 GRAMS'
misterpills,0.010474,Drugs,Empathogens,MDMA,'100gr MDMA Crystals 82% - US $100'
vauhtitonttu,0.008975,Drugs,Empathogens,MDMA,'1g MDMA-kristalli '
finnishfinest,0.017415,Drugs,Stimulants,Cocaine,'★★HOLIDAY SALE★★ 1G of the BEST COCAINE ON VALHALLA★★ '
bobmarleysdrugstore,0.015312,Drugs,Cannabis,Hash,'ESCROW 28G BOBMARLEYS POLLEN HASH A+ QUALITY'
alko,0.002821,,Drugs,Cannabis,'THC Bomb - 1G - Hybrid - 1g / 22e'
bigralphexpress,0.000258,Drugs,Stimulants,Amphetamine,'1G FREE SPEED '
youngamsterdam,0.01795,Drugs,Empathogens,Ecstasy,'50x domino’s XTC MDMA Pills 240-260mg'
nahko,0.018599,Drugs,Empathogens,MDMA,'5 grams of high quality MDMA'
media-base,0.127233,Drugs,Stimulants,Metamphetamine,'20 gr.  Crystal Meth/Methamphetamine Small Shard'
aphelion,0.021707,Drugs,Psychedelics,LSD,'1x LSD Sheet (100 blotters x 100mcg)'
theshop,0.000312,,Other products,Services,'♕ CASH IT At least $20 a day ♕'
RROR
derek4real,0.00218,Drugs,Cannabis,Weed,'1g Royal Dwarf '
masterion,0.004879,Drugs,Empathogens,Ecstasy,'FLUGEL 210MG MDMA 10pcs'
theshop,0.000208,Other products,Production / distribution,Lab equipment,'♕ Lab Survival Manual ♕'
homeofdrugs,0.007318,Drugs,Empathogens,Ecstasy,'10 x 220mg Redbull XTC pills'
cerberus,0.003937,Other products,Body building,Anabolic steroids,'British Dispensary Anabol 5mg x 100 '
the-scurvy-crew,0.002671,Drugs,Empathogens,MDMA,'★★★84% MOONROCK MDMA CRYSTALS (HQ)★★★ !!!&quot;THE MICK JAGGER&quot;!!!'
dreamdoc,0.038725,Other products,Services,Money,' Super Best Quality counterfeit Euro Bills 20x€50= €1000 Promo!!'
theshop,0.000103,Other products,Services,n/a,'★ 7 STEPS TO TOTAL FINANCIAL FITNESS ★'
supernova_supplies,0.001679,Drugs,Pharmacy,Nootropics,'5 x 200mg ★ Modafinil tablets'
un1versal,0.087925,Drugs,Empathogens,MDMA,'100g Very High Quality MDMA (83%)'
matt1034,0.135671,Other products,Self-defence,Guns and ammo,'Custom Listing for Losra'
legendary-shop,0.004128,Drugs,Stimulants,Cocaine,'0,5GRAM 90-95% PERUVIAN COKE ##BEST QUALITY##'
wendy,0.001046,Other products,Digital items,Erotica,'Backroomcastingcouch – [PORN LIFETIME ACCOUNT]'
lieferando,0.001603,Drugs,Cannabis,Weed,'1g ROYAL QUEEN - QUICK ONE WEED INDOOR GROW ★★ HIGH QUALITY ★★'
spotmebro,0.042727,Drugs,Pharmacy,Benzos,'1000x Actavis R039 2mg Xanax (Yellow School Bus)'
mustajaska,0.015403,Other products,Body building,Anabolic steroids,'OXYMETHOLONE® / Anapolon 50mg/100tabs. (Olymp Labs) -UUTUS!'
dutchdreams,0.031448,Drugs,Cannabis,Hash,'HIA HASH 25 GRAM freeshipping'
royal-drugs,0.01438,Drugs,Empathogens,Ecstasy,'25 x Orange Ladybeetle 180 mg XTC Pills'
holloboss,0.041867,Other products,Services,Money,'Best Quality Dollar Notes 20x $100=2000'
stealthpharmacy,0.006854,Drugs,Pharmacy,Benzos,'Ranbaxy Diazepam. 60 X 10mg Tabs'
dope-central,0.004131,Drugs,Psychedelics,LSD,'5 x 240ug Tree of Life LSD Blotter'
dutchprime1,0.006418,Drugs,Stimulants,Amphetamine,'DRY SPEED 10 GRAMS ☢ HIGHEST QUALITY SPEED ☢ &gt;74%'
drugs-evil,0.162645,Drugs,Opiates,Heroin,'40 GR HEROIN FROM PAKISTAAN VERY STRONG AAA+++'
thewizard,0.151711,Drugs,Stimulants,Metamphetamine,'56g 90% Pure Methamphetamine - Crystal Meth - Glass - Ice'
captain_kirk,0.000103,Other products,Digital items,Other digital,'Babysitter and Wife Threesome'
love2xlr8,0.003051,Drugs,Dissociatives,Ketamine,'1 g Ketamine S isomer 83% purity - Special K!'
dr-overdose,0.166609,Drugs,Pharmacy,Benzos,'[FE] 500(Kpl) X Rivatrill 2mg'
wendy,0.001043,Other products,Digital items,Erotica,'PublicAgent [PORN LIFETIME ACCOUNT]'
border-line,0.00218,Drugs,Cannabis,Hash,'2 gr.Maroccan Hash prenium A+++'
theshop,0.000208,Other products,Digital items,Other digital,'★ eWhoring Pack (THE CHEAPEST!) ★'
drugs-evil,0.176715,Drugs,Stimulants,Cocaine,'40 GR COCAIN 82% LOW COCAINE FROM BRAZIL IS GOOD'
greenjack,0.018788,Drugs,Cannabis,Weed,'Pot Of Gold 20g/Outdoor/AAA/Free Shipping'
legalizewid,0.073268,Drugs,Cannabis,Weed,'112g Super Sour Diesel Grade A++++ PREMIUM WEED'
theonlinesource,0.001044,Other products,Digital items,Erotica,'FORBIDDEN FRUITS FILMS aka family stroke porn account (warranty+f'
bentso-team,0.003209,Drugs,Pharmacy,Erectile dysfunction,'Orion sildenafil 100mg/4kpl + 50mg/kpl SUOMI! LOISTAVA!'
theshop,0.000522,Other products,Digital items,Erotica,'★PORN ACCOUNT★ FAKEHUB - Lifetime'
marcopolo420,0.063262,Drugs,Stimulants,Cocaine,'Cocaine 14g Uncut 99%'
dutchdrugsfrombb,0.014765,Drugs,Empathogens,Ecstasy,'XTC ORANGE LEGO MAN 265MG 50psc + 1gr free MDMA'
expressdude,0.019621,Drugs,Cannabis,Weed,'20 gr AK-47 Weed A+++ Top Shelf Quality'
fakeid4worldwide,0.001769,Other products,Services,Fake IDs,'TEMPLATE UK NEW DRIVER LICENSE PSD (FRONT AND BACK)!!! (EDITABLE)'
leeroyju,0.003483,Drugs,Cannabis,Weed,'LeeRoy Amnesia Haze 5g  - Coffeeshop Quality Trial'
mad-hatter,0.031418,Drugs,Psychedelics,LSD,'100 x 100-110µg LSD - WoW GammaGoblin resell'
nl-airline,0.00719,Drugs,Empathogens,MDMA,'10gr MDMA PURE ROCK'
theshop,0.001044,Other products,Services,n/a,'★ NETFLIX PREMIUM ACCOUNT [LIFETIME+FREEBIE] ★'
theoriginaldragoncove,0.026303,Drugs,Stimulants,Cocaine,'High Grade Premium Quality Cocaine -3.5 Gram'
salamanca,0.025679,,Other products,Services,'5-Strain Sampler (20e/gr)'
canadianpharmacy,0.003664,Drugs,Opiates,Oxycodone,'[USA to USA] Oxycodone 80mg  JUST $19.99 bucks per pill'
roadtrein,0.022057,Drugs,Psychedelics,LSD,'50 x  EINSTEN LSD BLOTTER 200ug'
md,0.000312,Other products,Digital items,Other digital,'XRumer 12.0.12 Elite + All Plugins [Cracked]'
sultanofdrugs,0.037491,Drugs,Stimulants,Cocaine,'5 Gram of 89% HQ Pure Peruvian Cocaine'
the_therapeutic,0.032346,Drugs,Opiates,Heroin,'Heroin #4 x2G FE listing'
redface33,0.423108,Other products,Self-defence,Guns and ammo,'2 x Glock 17'
hollanpetters,0.156731,Other products,Self-defence,Guns and ammo,'Glock 17 w Silencer'
noogz,0.070927,Drugs,Empathogens,Ecstasy,'500x Bird Ecstasy mdma pill 140+ MG'
bmg1,0.01258,,Drugs,Cannabis,'BMG's 10 SEEDS DAYWRECKER DIESEL X ALIEN ROCK CAND'
noogz,0.007824,Drugs,Cannabis,Hash,' 25g Super Pollem HASH'
charliechaplame,0.061861,Other products,Services,Money,'100 x 20 Counterfeit Dollar Bills High Quality TOTAL 2000'
thecanadianreserve,0.005606,Drugs,Psychedelics,Mushrooms,'Magic Mushrooms 14.5 Grams'
wizardofozs,0.001507,Drugs,Cannabis,Weed,'Straight Afghani 1G'
herbamedicus2,0.008343,Other products,Body building,Anabolic steroids,'Bioniche Bolda-Med 300mg'
theshop,0.000208,Other products,Digital items,Identity data,'♕ 279PASSPORT SCANS From 45 Countries ♕'
juno,0.00942,Drugs,Pharmacy,Benzos,'100x 2mg GG249 Bars - Xanax/Alprazolam - FREE EU Shipping'
citra-world,0.000209,Other products,Digital items,Guides and tutorials,'A UNIX Hacking Tutorial'
galaxystore,0.020417,Drugs,Stimulants,Amphetamine,'⌛ 28g HQ Amphetamine ☯ GalaxyStore ⌛ '
dutch-quality,0.129383,Drugs,Stimulants,MDPV,'50 gr. MDPV Cristals'
multi-store,0.045141,Drugs,Cannabis,Weed,'50 gr. exclusive Amnesia Haze AAA+++'
wooody,0.001042,Other products,Digital items,Erotica,'Colette.com - [LIFETIME PORN PREMIUM ACCOUNT]'
finnishfinest,0.028379,Drugs,Opiates,Heroin,'★★HOLIDAY SALE★★1G of the BEST Heroin #4 ON VALHALLA★★ '
dutchmagicfe,0.029669,Drugs,Cannabis,Hash,'Afghan Mazar i Sharif 100g'
drugs-queen,0.090555,Drugs,Stimulants,Cocaine,'14 gr PURE QUALITY COLOMBIAN COCAIN'
zoneparty,0.024509,Drugs,Empathogens,Ecstasy,'XTC ORANGE MINIONS 220MG  100STUKS FREE SHIPPING'
matt1034,0.177416,Other products,Self-defence,Guns and ammo,'Custom Listing for Kor*******'
md,0.059494,Other products,Cannabis growing,Seeds,'Jack Herer - [100 SEEDS] [FEMINIZED] [GIFT] '
thewizard,0.007723,Drugs,Psychedelics,LSD,'10x LSD Blotter 150ug ACID SALE TEN STRIP'
apteekki24h,0.044891,Drugs,Opiates,Oxycodone,'TARJOUS!!! KOKO LEVY 14 KPL 40mg OxyContin + BONUS 1KPL'
benzobob,0.014119,Drugs,Pharmacy,Benzos,'100 x Rivotril 2mg (Klonazepam) - Galenika '
dope-central,0.013167,Drugs,Cannabis,Hash,'20 gr. SOFT MARROC HASH'
dope-steve,0.013078,Drugs,Empathogens,Ecstasy,'25 x  TOMORROWLAND 240+ MG MDMA'
medicsnl,0.048776,Drugs,Empathogens,MDMA,'50GR - MDMA 83%'
lsd-shop,0.143984,Drugs,Psychedelics,LSD,'500X ⓁⓈⒹ HOFMANN UNIVERSITY '
amsterdaminc,0.151869,Drugs,Cannabis,Hash,'Marrocan Hash, 500 Gram FE '
humppahamppu,0.008593,Drugs,Cannabis,Weed,'AfganKush x NorthernLights 3g'
funezone,0.013081,Drugs,Psychedelics,LSD,'20 x 210ug Charlie Brown High quality LSD '
smart666tiger,0.001284,Other products,Services,Fake IDs,'ANY STATE USA DRIVER'S LICENSE PSD SCAN WITH HOLO'
noogz,0.017052,Drugs,Psychedelics,2C-x,'100x 2CB, 25MG, Armani'
drugs-queen,0.077522,Drugs,Cannabis,Hash,'112 gr. High Quality Hash Maroc Polm AAA+'
medicsnl,0.109746,Drugs,Empathogens,Ecstasy,'500 x Peace, Love and Rock&amp;Roll'
masterion,0.027348,Drugs,Psychedelics,2C-x,'2CB ( +/- ) 20MG 100pcs'
holloboss,0.026167,Other products,Services,Money,' Quality Dollar Notes 10X $100=1000'
cerberus,0.010206,Other products,Classifieds,Replicas,'Hugo Boss Tracksuit Green XXL'
misterpills,0.004085,Drugs,Empathogens,Methylone,'10MG METHADONE TABLETS'
bestherbs,0.076753,Drugs,Stimulants,Amphetamine,'500g Speed Paste 70%'
drugs-express,0.045566,Drugs,Cannabis,Weed,'56 gram  top WHITE WIDOW Weed indoor'
idealpills,0.126301,Drugs,Pharmacy,Benzos,'900x Xanax 2 MG Pills (Loose)'
budzanddrugs,0.147702,Drugs,Cannabis,Hash,'200 gr. High Quality CoffeShop Moroccan Hash'
rocketship1,0.130521,Drugs,Opiates,Oxycodone,'50x Roxy 30mg Oxycodone SALE'
dr-overdose,0.124239,Drugs,Opiates,Buprenorphine,'Subutex 8mg x 50 pills ( Kpl )'
ibank,0.005805,Other products,Digital items,Credit card data,'UK Verified Neteller'
fatherted,0.011026,Drugs,Empathogens,MDMA,'MDMA 84% 14 grams'
stealthydrugs,0.096553,Drugs,Empathogens,Ecstasy,'250 x Green TicTac MDMA Pills  265mg'
white-house,0.019621,Drugs,Stimulants,A-PVP,'10 gr. 4-CL-PVP Crystal'
wooody,0.001042,,Other products,Services,'Private.com - [LIFETIME PORN PREMIUM ACCOUNT]'
drugs-evil,0.007358,Drugs,Stimulants,Amphetamine,'7 GR DRY SPEED DUCTH VERY STRONG '
tdwolt61,0.08584,Drugs,Cannabis,Weed,'1/4 LB Godfather Sour Kush - Mid Quality Weed'
harrispowell,0.003666,Drugs,Stimulants,Cocaine,'1gram uncut coke '
RROR
rocketship1,0.05516,Drugs,Pharmacy,ADHD,'50x Adderall IR 30mg'
kuliacan,0.009036,,Drugs,Cannabis,'1G La Maria'
jahbadteddy,0.042291,Drugs,Empathogens,Ecstasy,'100 x TESLA MODEL X xtc pills 275mg MDMA | UK SELLER | NEW'
noogz,0.010646,Other products,Services,Money,'10x 50€ Counterfeit  +UV +Cotton'
thegermanbudtender1,0.002646,Drugs,Cannabis,Hash,' 1g Nepal Hash, Coffeshop AAA+ Qualy, ESCROW'
harrispowell,0.005747,Drugs,Opiates,Oxycodone,'80 MG OXY 80 OxyContin APO-OXYCODONE 15 pills'
ganja-base,0.022832,Drugs,Empathogens,Ecstasy,'50 x yellow suns 275mg strong pills'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Real Monsters, Gruesome Critters, and Beasts from the Darkside'
masterion,0.024395,Drugs,Empathogens,MDMA,'MDMA 84% 25gram'
theshop,0.000208,Other products,Services,n/a,'♕ Account Creator Extreme 4.2 ♕ '
charliechaplame,0.039755,Other products,Digital items,Identity data,' 100%  QUALITY COUNTERFEIT EUROS BILLS(1000euros )'
chemicaibrothersau,0.058495,Drugs,Stimulants,Metamphetamine,'3.5g ICE - EYE OF THE DRAGON - HIGH PURITY - AU ONLY'
mr-oxy,0.002818,Drugs,Pharmacy,Benzos,'Roche 2mg Clonazepam ( Klonopin ) 5 Pack'
hollanpetters,0.104383,Other products,Self-defence,Guns and ammo,'COLT OFFICERS ACP MODEL -'
theshop,0.000208,Other products,Services,Hacking,'♕ Bugtroid - Android MEGA TOOLS PACK ♕'
wendy,0.001046,Other products,Digital items,Erotica,'Shemalejapan - [SHEMALE PORN LIFETIME ACCOUNT]'
herbamedicus2,0.007701,Other products,Body building,Testosterone,'Bioniche Susta-Med 300 mg'
var462,0.000209,,Other products,Digital items,'Huge Money Making Pack - Over 25 Different Methods'
spectro-coin,0.012952,Drugs,Stimulants,Cathinones,'50 gr. 3-FPM HCI 99 % purity'
kuliacan,0.005099,,Drugs,Cannabis,'5G Orange Bud'
empireteam,0.009112,Drugs,Cannabis,Concentrates,'Nectar Stick Syringe Red Apple'
yeticoolers,0.000512,,Other products,Digital items,'Scribd Account [LIFETIME + FREEBIES]'
stealthpharmacy,0.003936,,Drugs,Pharmacy,'Pregabalin 300mg X 14 Tabs'
herbamedicus2,0.008985,Other products,Body building,Anabolic steroids,'Bioniche Deca-Med 300mg'
lieferando,0.577167,Drugs,Cannabis,Hash,'1000g Gelber / Yellow Libanese HQ HASH  A+++'
steroidwarehouse,0.013206,Other products,Body building,Other injectables,'Trenbolone Enanthate Forte - 200 mg/ml/ 10 ml - Body Pharm'
RROR
md,0.019831,Drugs,Psychedelics,AL-LAD,'25 x 150mcg AL-LAD Blotters [FREE SHIPPING WORLDWIDE]'
pachoherrera,0.025817,Drugs,Psychedelics,2C-x,'☆ 5G WHITE/BROWN 2-CB POWDER ☆'
escapeservice,0.010496,Drugs,Cannabis,Concentrates,'1g Amnesia - Live Resin ✪Totem Fire✪ AAAA+'
prisma,0.070996,Drugs,Empathogens,MDMA,'10g MDMA kristallia (55€/g)'
rocketship,0.055721,Drugs,Pharmacy,Benzos,'500x 2mg Pressed Pfizer Xanax Bars'
appleinc,0.008872,,Other products,Services,'5 x €50 Euro Counterfeit Notes (Very Good Quality)'
theshop,0.001046,,Other products,Digital items,'★PORN ACCOUNT★ TWISTYS'
harrispowell,0.006792,Drugs,Stimulants,Amphetamine,'- HQ BASE SPEED - STRONG AND FANTASTIC VALUE! 20g '
rocketchem,0.147577,Drugs,Cannabis,Synthetics,'5F-CUMYL-4CN-PINACA  500g'
pol1,0.041648,Drugs,Stimulants,Cocaine,'Lidocaine HCL or BASE ★★★ shipping form EU ★★★ 1 kg'
pur-sang,0.006669,Drugs,Pharmacy,Benzos,'Xanor Depot 2mg 'mutteri'  5kpl'
mustajaska,0.005006,Other products,Body building,Oral,'Gerodorm (diazepam) 10 kpl/40mg'
kbueno,0.00577,Drugs,Cannabis,Concentrates,'0.5g HQ SuperLemonHaze BHO '
alexandrea,0.418672,Other products,Self-defence,Guns and ammo,'AR with Silencer'
holloboss,0.052369,Other products,Services,Money,'High  Quality Dollar Notes 30 X 100= $3000'
lafamilia,0.011667,Drugs,Stimulants,Metamphetamine,'1 GRAM OF HIGH PURITY CRYSTAL METH'
theshop,0.000208,Other products,Digital items,Ebooks,'♕ HOW TO SELL DRUGS ♕'
mistagreenabis,0.06232,,Drugs,Cannabis,'QP Purple Dream greenhouse weed (112 g)'
wendy,0.001044,Other products,Digital items,Erotica,'Aziani.com [PORN LIFETIME ACCOUNT]'
dope-total,0.002564,Drugs,Cannabis,Weed,'.2 gr.  OG Kush (Top Shelf Indoor)'
theonlinesource,0.001043,Other products,Digital items,Erotica,'COUPLES SEEING TEENS PORN ACCOUNT (warranty+freebies)'
pharmroids,0.005532,Other products,Body building,Oral,'Dianoxyl 10 | Dianabol | 100 tabs (10 mg/tab) - Kalpa Pharma'
cerberus,0.006125,Other products,Body building,Anabolic steroids,'Cerberus Pharma Anavar 10mg x 100 tablets'
theshop,0.000103,,Other products,Digital items,'♕ eBay Millionaire Secrets ♕'
thedutchfarmacy,0.019492,Drugs,Pharmacy,ADHD,' 100x Ritalin (Methylphenidate) 10 MG'
buntcakes,0.025661,Drugs,Cannabis,Concentrates,'7g Co2 Golden Goat'
theshop,0.000521,Other products,Digital items,Guides and tutorials,'♕ PAYPAL / EBAY TRANSFER METHOD ♕'
pur-sang,0.019254,Drugs,Empathogens,Ecstasy,'Sininen Tesla (180mg) 10kpl'
insidethewhaie,0.001154,Drugs,Empathogens,Ecstasy,'1 x PG Tips Ecstasy PILLS. - 210mg MDMA - Ecstasy'
dreamdoc,0.095522,Other products,Services,Money,'Super Best Quality counterfeit Notes 150x$20= $3000 Promotion'
galaxystore,0.015403,Drugs,Stimulants,Amphetamine,'⌛5g HQ Amphetamine  ☯ GalaxyStore ☯ FINLAND ONLY ⌛'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Dark Mission: The Secret History of NASA'
superfieks,0.005129,Drugs,Stimulants,Cocaine,'1gr Premium Columbian Cocaine 84% (SAMPLE!) '
captain_kirk,0.000103,Other products,Digital items,Ebooks,'The Free Energy Secrets of Cold Electricity'
spectro-coin,0.023981,Drugs,Cannabis,Weed,'25 gr. Blueberry Kush, Coffeshop AAA+ Quality outdoor'
tordrug,0.005113,Drugs,Cannabis,Weed,'   4g Afghani Marijuana '
grenouillebleu,0.001284,Drugs,Cannabis,Weed,'1GR MASTER KUSH INDOOR BIO'
chemicalstore,0.006063,Drugs,Psychedelics,2C-x,'1 gr 2C-B Hydrochloride salt'
chemicalstore,0.008003,Drugs,Stimulants,Metamphetamine,'1 Gr.Crystal Meth 85%pure '
expressdude,0.00284,Drugs,Stimulants,Cocaine,'0,25 gr. Colombian uncut pure Cocaine 88%'
yeticoolers,0.000128,,Other products,Digital items,'Netflix Accounts [LIFETIME + FREEBIES]'
noogz,0.006798,Drugs,Psychedelics,LSD,'25* REAL LSD 100UG Blotters '
nextgeneration,0.005741,Drugs,Cannabis,Weed,'Silver Haze AAA++++ 3.5g FREE UK NDD'
cbdqueenuk,0.0,Drugs,Stimulants,Cocaine,'28g HEXEN Ethyl Hexedrone HEX-EN '
smart666tiger,0.05219,,Other products,Classifieds,'Coinbase Account Linked to Bank Drop '
theonlinesource,0.001043,Other products,Digital items,Erotica,'HARDX hardcore PORN ACCOUNT (warranty +freebies)'
hollanpetters,0.127573,Other products,Self-defence,Guns and ammo,'Colt Whitetailer NICE'
bathramme,0.001526,Drugs,Pharmacy,Benzos,'XANAX (ALPRAZOLAM) SR 1 mg x 5 by PFIZER- '
ragstoriches1,0.029227,Drugs,Cannabis,Weed,'❤ 56g CRITICAL + ★ Weed ❤'
bookface,0.0035,Drugs,Stimulants,Amphetamine,'3.5G★Speed★Paste★£22★BOGOF '
stuff-highway,0.005393,Drugs,Cannabis,Hash,'5 gr. CULERO GREEN Hash high QUALITY '
